"Object ID","Organization Name","Approved On Street","Borough Name","Approved From Street","Approved To Street","apprDaysWe","Status Type","Approved Monday Open","Approved Monday Close","Approved Tuesday Open","Approved Tuesday Close","Approved Wednesday Open","Approved Wednesday Close","Approved Thursday Open","Approved Thursday Close","Approved Friday Open","Approved Friday Close","Approved Saturday Open","Approved Saturday Close","Approved Sunday Open","Approved Sunday Close","apprStartD","apprEndDat","Shape_STLe","segmentidt","segmentidf","lionversion","The_Geom"
"79","Prospect Heights Neighborhood Development Council","VANDERBILT AVENUE","Brooklyn","ATLANTIC AVENUE","PARK PLACE","fri,sat,sun","approvedFull",,,,,,,,,"16:00","23:00","11:00","23:00","11:00","18:00","05/03/2024","09/29/2024","332.339787365","0029160","0029160","23C","MULTILINESTRING ((-73.96885941033179 40.67766461675128, -73.96917758154191 40.67678516971534))"
"80","Prospect Heights Neighborhood Development Council","VANDERBILT AVENUE","Brooklyn","ATLANTIC AVENUE","PARK PLACE","fri,sat,sun","approvedFull",,,,,,,,,"16:00","23:00","11:00","23:00","11:00","18:00","05/03/2024","09/29/2024","331.918439247","0029162","0029162","23C","MULTILINESTRING ((-73.96854214317247 40.678543054486546, -73.96885941033179 40.67766461675128))"
"81","Prospect Heights Neighborhood Development Council","VANDERBILT AVENUE","Brooklyn","ATLANTIC AVENUE","PARK PLACE","fri,sat,sun","approvedFull",,,,,,,,,"16:00","23:00","11:00","23:00","11:00","18:00","05/03/2024","09/29/2024","330.946898839","0029228","0029228","23C","MULTILINESTRING ((-73.96822664425599 40.67941909727563, -73.96854214317247 40.678543054486546))"
"82","Prospect Heights Neighborhood Development Council","VANDERBILT AVENUE","Brooklyn","ATLANTIC AVENUE","PARK PLACE","fri,sat,sun","approvedFull",,,,,,,,,"16:00","23:00","11:00","23:00","11:00","18:00","05/03/2024","09/29/2024","290.652320799","0029236","0029236","23C","MULTILINESTRING ((-73.96795384916945 40.68018936578489, -73.96822664425599 40.67941909727563))"
"83","Prospect Heights Neighborhood Development Council","VANDERBILT AVENUE","Brooklyn","ATLANTIC AVENUE","PARK PLACE","fri,sat,sun","approvedFull",,,,,,,,,"16:00","23:00","11:00","23:00","11:00","18:00","05/03/2024","09/29/2024","289.384405452","0029238","0029238","23C","MULTILINESTRING ((-73.96767828305204 40.680955455312464, -73.96795384916945 40.68018936578489))"
"84","Prospect Place Block Association 2.0","PROSPECT PLACE","Brooklyn","CLASSON AVENUE","GRAND AVENUE","sat","approvedFull",,,,,,,,,,,"08:00","20:00",,,"07/06/2024","07/27/2024","893.531993868","0029320","0029320","23C","MULTILINESTRING ((-73.96286444234691 40.676405341227905, -73.95975807247396 40.67575600702471))"
"85","Bedford Stuyvesant Gateway District Management Association, Inc.","MARCY AVENUE","Brooklyn","FULTON STREET","MAC DONOUGH STREET","thu,fri,sat","approvedFull",,,,,,,"10:00","19:00","10:00","19:00","10:00","19:00",,,"11/30/2024","12/22/2024","184.182235667","0029872","0029872","23C","MULTILINESTRING ((-73.94628674620687 40.68071878131442, -73.94627470957366 40.680213325933906))"
"86","Bridge Street Development Corporation","TOMPKINS AVENUE","Brooklyn","GATES AVENUE","HALSEY STREET","sun","approvedFull",,,,,,,,,,,,,"11:00","20:00","06/02/2024","10/27/2024","270.156503579","0029891","0029891","23C","MULTILINESTRING ((-73.94418325035566 40.68470555430481, -73.94403664799397 40.68397248267725))"
"87","Bridge Street Development Corporation","TOMPKINS AVENUE","Brooklyn","GATES AVENUE","HALSEY STREET","sun","approvedFull",,,,,,,,,,,,,"11:00","20:00","06/02/2024","10/27/2024","269.732469191","0029893","0029893","23C","MULTILINESTRING ((-73.94389115009261 40.68323948337466, -73.94374461113986 40.68250758193879))"
"88","Bridge Street Development Corporation","TOMPKINS AVENUE","Brooklyn","GATES AVENUE","HALSEY STREET","sun","approvedFull",,,,,,,,,,,,,"11:00","20:00","06/02/2024","10/27/2024","269.973137578","0029897","0029897","23C","MULTILINESTRING ((-73.94432825921781 40.68543830072168, -73.94418325035566 40.68470555430481))"
"89","Bridge Street Development Corporation","TOMPKINS AVENUE","Brooklyn","GATES AVENUE","HALSEY STREET","sun","approvedFull",,,,,,,,,,,,,"11:00","20:00","06/02/2024","10/27/2024","270.209554451","0029899","0029899","23C","MULTILINESTRING ((-73.9444752819654 40.686171471100984, -73.94432825921781 40.68543830072168))"
"90","Bridge Street Development Corporation","TOMPKINS AVENUE","Brooklyn","GATES AVENUE","HALSEY STREET","sun","approvedFull",,,,,,,,,,,,,"11:00","20:00","06/02/2024","10/27/2024","270.06590323","0029901","0029901","23C","MULTILINESTRING ((-73.94462127898173 40.68690436157133, -73.9444752819654 40.686171471100984))"
"91","NYC Department of Transportation","WILLOUGHBY AVENUE","Brooklyn","WASHINGTON PARK","WASHINGTON AVENUE","mon,tue,wed,thu,fri,sat,sun","approvedLimited","08:00","20:00","08:00","20:00","08:00","20:00","08:00","20:00","08:00","20:00","08:00","20:00","08:00","20:00","01/10/2024","12/31/2024","273.836003866","0030069","0030069","23C","MULTILINESTRING ((-73.97354018566924 40.69170760909842, -73.97255342365318 40.69167948820139))"
"92","NYC Department of Transportation","WILLOUGHBY AVENUE","Brooklyn","WASHINGTON PARK","WASHINGTON AVENUE","mon,tue,wed,thu,fri,sat,sun","approvedLimited","08:00","20:00","08:00","20:00","08:00","20:00","08:00","20:00","08:00","20:00","08:00","20:00","08:00","20:00","01/10/2024","12/31/2024","275.931939594","0030076","0030076","23C","MULTILINESTRING ((-73.97255342365318 40.69167948820139, -73.97155972123632 40.69164066083378))"
"93","NYC Department of Transportation","WILLOUGHBY AVENUE","Brooklyn","WASHINGTON PARK","WASHINGTON AVENUE","mon,tue,wed,thu,fri,sat,sun","approvedLimited","08:00","20:00","08:00","20:00","08:00","20:00","08:00","20:00","08:00","20:00","08:00","20:00","08:00","20:00","01/10/2024","12/31/2024","280.554477616","0030173","0030173","23C","MULTILINESTRING ((-73.97155972123632 40.69164066083378, -73.97054932687219 40.691601864740136))"
"94","NYC Department of Transportation","WILLOUGHBY AVENUE","Brooklyn","WASHINGTON PARK","WASHINGTON AVENUE","mon,tue,wed,thu,fri,sat,sun","approvedLimited","08:00","20:00","08:00","20:00","08:00","20:00","08:00","20:00","08:00","20:00","08:00","20:00","08:00","20:00","01/10/2024","12/31/2024","285.470518501","0030177","0030177","23C","MULTILINESTRING ((-73.97054932687219 40.691601864740136, -73.96952115195634 40.69156355935464))"
"95","NYC Department of Transportation","WILLOUGHBY AVENUE","Brooklyn","WASHINGTON PARK","WASHINGTON AVENUE","mon,tue,wed,thu,fri,sat,sun","approvedLimited","08:00","20:00","08:00","20:00","08:00","20:00","08:00","20:00","08:00","20:00","08:00","20:00","08:00","20:00","01/10/2024","12/31/2024","285.279008973","0030181","0030181","23C","MULTILINESTRING ((-73.96952115195634 40.69156355935464, -73.96849273236627 40.69154480386052))"
"96","NYC Department of Transportation","WILLOUGHBY AVENUE","Brooklyn","WASHINGTON PARK","WASHINGTON AVENUE","mon,tue,wed,thu,fri,sat,sun","approvedLimited","08:00","20:00","08:00","20:00","08:00","20:00","08:00","20:00","08:00","20:00","08:00","20:00","08:00","20:00","01/10/2024","12/31/2024","269.067670814","0030185","0030185","23C","MULTILINESTRING ((-73.96849273236627 40.69154480386052, -73.96753122823033 40.691643782153385))"
"97","NYC Department of Transportation","WILLOUGHBY AVENUE","Brooklyn","WASHINGTON PARK","WASHINGTON AVENUE","mon,tue,wed,thu,fri,sat,sun","approvedLimited","08:00","20:00","08:00","20:00","08:00","20:00","08:00","20:00","08:00","20:00","08:00","20:00","08:00","20:00","01/10/2024","12/31/2024","270.681035982","0030291","0030291","23C","MULTILINESTRING ((-73.96753122823033 40.691643782153385, -73.96656628621817 40.69175568278187))"
"98","Hall Street Block Association","HALL STREET","Brooklyn","PARK AVENUE","MYRTLE AVENUE","mon,tue,wed,thu,fri,sat,sun","approvedLimited","08:00","19:00","08:00","19:00","08:00","19:00","08:00","19:00","08:00","19:00","08:00","19:00","08:00","19:00","03/01/2024","02/28/2025","821.236968575","0030313","0030313","23C","MULTILINESTRING ((-73.96635937275236 40.69566053446688, -73.9659053815794 40.69343307256074))"
"99","North Brooklyn Open Streets Community Coalition (NBK OSCC)","BERRY STREET","Brooklyn","BROADWAY","NORTH 12 STREET","mon,tue,wed,thu,fri,sat,sun","approvedLimited","08:00","20:00","08:00","20:00","08:00","20:00","08:00","20:00","08:00","20:00","08:00","20:00","08:00","20:00","02/01/2024","12/31/2024","193.806547857","0030447","0030447","23C","MULTILINESTRING ((-73.96536909885948 40.711006113010924, -73.96549209098873 40.710482457832356))"
"100","North Brooklyn Open Streets Community Coalition (NBK OSCC)","BERRY STREET","Brooklyn","BROADWAY","NORTH 12 STREET","mon,tue,wed,thu,fri,sat,sun","approvedLimited","08:00","20:00","08:00","20:00","08:00","20:00","08:00","20:00","08:00","20:00","08:00","20:00","08:00","20:00","02/01/2024","12/31/2024","316.051415812","0030588","0030588","23C","MULTILINESTRING ((-73.96446261244937 40.71245948627576, -73.96495778319382 40.71167810280659))"
"101","North Brooklyn Open Streets Community Coalition (NBK OSCC)","BERRY STREET","Brooklyn","BROADWAY","NORTH 12 STREET","mon,tue,wed,thu,fri,sat,sun","approvedLimited","08:00","20:00","08:00","20:00","08:00","20:00","08:00","20:00","08:00","20:00","08:00","20:00","08:00","20:00","02/01/2024","12/31/2024","250.555828926","0030614","0030614","23C","MULTILINESTRING ((-73.96407128220108 40.71307939341387, -73.96446261244937 40.71245948627576))"
"102","North Brooklyn Open Streets Community Coalition (NBK OSCC)","BERRY STREET","Brooklyn","BROADWAY","NORTH 12 STREET","mon,tue,wed,thu,fri,sat,sun","approvedLimited","08:00","20:00","08:00","20:00","08:00","20:00","08:00","20:00","08:00","20:00","08:00","20:00","08:00","20:00","02/01/2024","12/31/2024","301.504251909","0030616","0030616","23C","MULTILINESTRING ((-73.96360082061356 40.713825516754184, -73.96407128220108 40.71307939341387))"
"103","North Brooklyn Open Streets Community Coalition (NBK OSCC)","BERRY STREET","Brooklyn","BROADWAY","NORTH 12 STREET","mon,tue,wed,thu,fri,sat,sun","approvedLimited","08:00","20:00","08:00","20:00","08:00","20:00","08:00","20:00","08:00","20:00","08:00","20:00","08:00","20:00","02/01/2024","12/31/2024","254.667676041","0030618","0030618","23C","MULTILINESTRING ((-73.96320184738887 40.71445515293116, -73.96360082061356 40.713825516754184))"
"104","North Brooklyn Open Streets Community Coalition (NBK OSCC)","BERRY STREET","Brooklyn","BROADWAY","NORTH 12 STREET","mon,tue,wed,thu,fri,sat,sun","approvedLimited","08:00","20:00","08:00","20:00","08:00","20:00","08:00","20:00","08:00","20:00","08:00","20:00","08:00","20:00","02/01/2024","12/31/2024","264.896430635","0030620","0030620","23C","MULTILINESTRING ((-73.96277758702746 40.7151066348892, -73.96320184738887 40.71445515293116))"
"105","North Brooklyn Open Streets Community Coalition (NBK OSCC)","BERRY STREET","Brooklyn","BROADWAY","NORTH 12 STREET","mon,tue,wed,thu,fri,sat,sun","approvedLimited","08:00","20:00","08:00","20:00","08:00","20:00","08:00","20:00","08:00","20:00","08:00","20:00","08:00","20:00","02/01/2024","12/31/2024","219.232796055","0030624","0030624","23C","MULTILINESTRING ((-73.9622885519631 40.71557953183759, -73.96277758702746 40.7151066348892))"
"106","Pizzette","GRAHAM AVENUE","Brooklyn","SCHOLES STREET","MESEROLE STREET","sat,sun","approvedFull",,,,,,,,,,,"11:00","00:00","11:00","00:00","05/01/2024","11/16/2024","260.957236383","0031393","0031393","23C","MULTILINESTRING ((-73.943322944243 40.7080701951752, -73.94344009740793 40.70878089128269))"
"107","PS3 Charrette School","BEDFORD STREET","Manhattan","CHRISTOPHER STREET","GROVE STREET","mon,tue,wed,thu,fri","approvedFullSchools","08:00","15:30","08:00","15:30","08:00","15:30","08:00","15:30","08:00","15:30",,,,,"09/05/2024","06/27/2025","277.589105013","0031974","0031974","23C","MULTILINESTRING ((-74.00546283761398 40.732448063517836, -74.00586159464908 40.733146993123654))"
"108","Meatpacking District Management Association","GANSEVOORT STREET","Manhattan","HUDSON STREET","10 AVENUE","wed,thu,fri,sat,sun","approvedFull",,,,,"14:00","22:00","14:00","22:00","14:00","22:00","12:00","22:00","12:00","22:00","04/01/2024","12/31/2024","443.654670806","0032020","0032020","23C","MULTILINESTRING ((-74.00645011832746 40.739404029671704, -74.00805064100945 40.73937540083721))"
"109","Meatpacking District Management Association","LITTLE WEST 12 STREET","Manhattan","9 AVENUE","WASHINGTON STREET","wed,thu,fri,sat,sun","approvedFull",,,,,"14:00","22:00","14:00","22:00","14:00","22:00","12:00","22:00","12:00","22:00","04/01/2024","12/31/2024","507.137913625","0032022","0032022","23C","MULTILINESTRING ((-74.00633307542539 40.73963109908546, -74.00794008902885 40.740297077703254))"
"110","Meatpacking District Management Association","WEST 13 STREET","Manhattan","9 AVENUE","WASHINGTON STREET","wed,thu,fri,sat,sun","approvedFull",,,,,"14:00","22:00","14:00","22:00","14:00","22:00","12:00","22:00","12:00","22:00","04/01/2024","12/31/2024","512.377481829","0032026","0032026","23C","MULTILINESTRING ((-74.00586426283292 40.74026144296947, -74.00748240699482 40.74094190750264))"
"111","RDK Restaurant Corp dba Bistro Les Amis","SPRING STREET","Manhattan","THOMPSON STREET","WEST BROADWAY","mon,tue,wed,thu,fri,sat,sun","approvedFull","10:00","22:00","10:00","22:00","10:00","22:00","10:00","23:00","10:00","23:00","10:00","23:00","10:00","22:00","03/01/2024","12/31/2024","224.509148057","0032136","0032136","23C","MULTILINESTRING ((-74.0019335322445 40.72455178733001, -74.00261903393506 40.72488003637726))"
"112","Via Carota","GROVE STREET","Manhattan","BLEECKER STREET","7 AVENUE SOUTH","fri,sat,sun","approvedFull",,,,,,,,,"09:00","00:00","09:00","00:00","09:00","23:00","03/15/2024","12/29/2024","283.528755719","0032205","0032205","23C","MULTILINESTRING ((-74.00397602150782 40.732915019926395, -74.00303209571072 40.7332150979538))"
"113","Jeffrey's Grocery","WAVERLY PLACE","Manhattan","7 AVENUE SOUTH","CHRISTOPHER STREET","thu,fri,sat,sun","approvedFull",,,,,,,"11:00","23:00","11:00","23:00","09:00","23:00","09:00","23:00","03/14/2024","10/28/2024","240.557547973","0032233","0032233","23C","MULTILINESTRING ((-74.00138878549443 40.73448281966079, -74.00157447249346 40.7351278060545))"
"114","Jeffrey's Grocery","WAVERLY PLACE","Manhattan","7 AVENUE SOUTH","CHRISTOPHER STREET","thu,fri,sat,sun","approvedFull",,,,,,,"11:00","23:00","11:00","23:00","09:00","23:00","09:00","23:00","03/14/2024","10/28/2024","238.587641309","0032237","0032237","23C","MULTILINESTRING ((-74.00120475952991 40.73384309185945, -74.00138878549443 40.73448281966079))"
"115","Jeffrey's Grocery","WAVERLY PLACE","Manhattan","7 AVENUE SOUTH","CHRISTOPHER STREET","thu,fri,sat,sun","approvedFull",,,,,,,"11:00","23:00","11:00","23:00","09:00","23:00","09:00","23:00","03/14/2024","10/28/2024","151.803706456","0032258","0032258","23C","MULTILINESTRING ((-74.00157447249346 40.7351278060545, -74.00169304446304 40.735534590775934))"
"116","JST Restaurant Corp","JANE STREET","Manhattan","HUDSON STREET","8 AVENUE","thu,fri,sat,sun","approvedFull",,,,,,,"17:00","23:00","17:00","23:00","11:00","23:00","11:00","22:00","06/01/2024","11/03/2024","392.484878283","0032269","0032269","23C","MULTILINESTRING ((-74.00417529818985 40.73813434713343, -74.00559157320723 40.73813896971623))"
"117","Little Italy Merchants Association","MULBERRY STREET","Manhattan","BROOME STREET","CANAL STREET","thu,fri,sat,sun","approvedFull",,,,,,,"16:30","23:30","16:30","23:30","10:30","23:30","10:30","23:30","03/15/2024","12/31/2024","426.918539747","0032320","0032320","23C","MULTILINESTRING ((-73.99858925561153 40.71709951139695, -73.99793049777948 40.718158690314986))"
"118","Little Italy Merchants Association","MULBERRY STREET","Manhattan","BROOME STREET","CANAL STREET","thu,fri,sat,sun","approvedFull",,,,,,,"16:30","23:30","16:30","23:30","10:30","23:30","10:30","23:30","03/15/2024","12/31/2024","459.044792814","0032324","0032324","23C","MULTILINESTRING ((-73.99793049777948 40.718158690314986, -73.99775512435718 40.71844393255311, -73.99759193865151 40.71873350622129, -73.99744120237203 40.719026969226334, -73.99730315238789 40.71932384705348))"
"119","Little Italy Merchants Association","MULBERRY STREET","Manhattan","BROOME STREET","CANAL STREET","thu,fri,sat,sun","approvedFull",,,,,,,"16:30","23:30","16:30","23:30","10:30","23:30","10:30","23:30","03/15/2024","12/31/2024","449.155340062","0032348","0032348","23C","MULTILINESTRING ((-73.99730315238789 40.71932384705348, -73.99683631217684 40.72050439442444))"
"120","Academy of St. Joseph","WASHINGTON PLACE","Manhattan","AVENUE OF THE AMERICAS","BARROW STREET","mon,tue,wed,thu,fri","approvedFullSchools","11:10","13:10","11:10","13:10","11:10","13:10","11:10","13:10","11:10","13:10",,,,,"07/01/2024","06/27/2025","426.817193036","0032419","0032419","23C","MULTILINESTRING ((-74.00051066363521 40.732315222921606, -74.00180602000448 40.73294884346048))"
"121","Little Italy Merchant Association","HESTER STREET","Manhattan","MULBERRY STREET","MOTT STREET","thu,fri,sat,sun","approvedFull",,,,,,,"16:30","23:30","16:30","23:30","10:30","23:30","10:30","23:30","03/15/2024","12/31/2024","251.091006078","0032474","0032474","23C","MULTILINESTRING ((-73.99710823583376 40.71786961700529, -73.99793049777948 40.718158690314986))"
"122","Peasant","ELIZABETH STREET","Manhattan","PRINCE STREET","SPRING STREET","mon,tue,wed,thu,fri,sat,sun","approvedFull","16:30","23:00","16:30","23:00","16:30","23:00","16:30","23:00","16:30","23:00","11:00","23:00","11:00","23:00","04/04/2024","11/01/2024","537.414107277","0032529","0032529","23C","MULTILINESTRING ((-73.99470513882002 40.72130853335724, -73.99415315289791 40.72272255957261))"
"123","PS 42M The Benjamin Altman School","HESTER STREET","Manhattan","ORCHARD STREET","LUDLOW STREET","mon,tue,wed,thu,fri","approvedFullSchools","07:45","14:45","07:45","14:45","07:45","14:45","07:45","14:45","07:45","14:45",,,,,"09/05/2024","06/27/2025","224.359486276","0032668","0032668","23C","MULTILINESTRING ((-73.99055802401342 40.715794239612144, -73.9913094202137 40.71602304639134))"
"124","Lower East Side Partnership","ORCHARD STREET","Manhattan","GRAND STREET","DELANCEY STREET","mon,tue,wed,thu,fri,sat,sun","approvedFull","12:00","21:00","12:00","21:00","12:00","21:00","12:00","22:00","12:00","22:00","12:00","22:00","12:00","21:00","02/23/2024","01/31/2025","360.746758793","0032670","0032670","23C","MULTILINESTRING ((-73.99070290092804 40.71720060511588, -73.99023340438795 40.7181240842832))"
"125","Lower East Side Partnership","BROOME STREET","Manhattan","ALLEN STREET","LUDLOW STREET","mon,tue,wed,thu,fri,sat,sun","approvedFull","12:00","21:00","12:00","21:00","12:00","21:00","12:00","22:00","12:00","22:00","12:00","22:00","12:00","21:00","02/23/2024","01/31/2025","143.869813535","0032674","0032674","23C","MULTILINESTRING ((-73.99023340438795 40.7181240842832, -73.99071607853661 40.718269223384716))"
"126","Von Design Limited","BLEECKER STREET","Manhattan","MOTT STREET","BOWERY","wed,thu,fri,sat,sun","approvedFull",,,,,"17:00","23:00","17:00","23:00","17:00","23:00","11:00","23:00","11:00","23:00","04/01/2024","10/31/2024","210.520477784","0032718","0032718","23C","MULTILINESTRING ((-73.99304198121565 40.72545161616486, -73.9937571119299 40.72564626707014))"
"127","Fourth Arts Block (aka FABnyc)","EAST 4 STREET","Manhattan","2 AVENUE","BOWERY","thu","approvedFull",,,,,,,"16:00","21:00",,,,,,,"04/18/2024","10/31/2024","674.83057396","0032745","0032745","23C","MULTILINESTRING ((-73.99155207621389 40.727094336598576, -73.98942914193304 40.72618746315747))"
"128","Lower East Side Partnership","BROOME STREET","Manhattan","ALLEN STREET","LUDLOW STREET","mon,tue,wed,thu,fri,sat,sun","approvedFull","12:00","21:00","12:00","21:00","12:00","21:00","12:00","22:00","12:00","22:00","12:00","22:00","12:00","21:00","02/23/2024","01/31/2025","226.854958183","0032834","0032834","23C","MULTILINESTRING ((-73.98947341974383 40.717893126548276, -73.99023340438795 40.7181240842832))"
"129","Lower East Side Partnership","BROOME STREET","Manhattan","ESSEX STREET","NORFOLK STREET","sun","approvedFull",,,,,,,,,,,,,"08:00","20:00","02/01/2024","01/31/2025","236.174404099","0032842","0032842","23C","MULTILINESTRING ((-73.9878793578841 40.717408972645806, -73.98867046851716 40.71764958844896))"
"130","Lower East Side Partnership","ORCHARD STREET","Manhattan","DELANCEY STREET","EAST HOUSTON STREET","sun","approvedFull",,,,,,,,,,,,,"08:00","18:00","02/04/2024","01/26/2025","451.257282013","0032863","0032863","23C","MULTILINESTRING ((-73.98911349129648 40.720307422081866, -73.9885225217559 40.721461521751834))"
"131","More Gardens! Fund","STANTON STREET","Manhattan","ESSEX STREET","NORFOLK STREET","sun","approvedFull",,,,,,,,,,,,,"10:00","18:00","07/01/2024","10/31/2024","236.059102644","0032870","0032870","23C","MULTILINESTRING ((-73.98694969679084 40.7209830035279, -73.98615766458234 40.72074493334842))"
"132","NYCDOE/Washington Irving Educational Campus","IRVING PLACE","Manhattan","EAST 16 STREET","EAST 17 STREET","mon,tue,wed,thu,fri","approvedFullSchools","07:00","16:30","07:00","16:30","07:00","16:30","07:00","16:30","07:00","16:30",,,,,"09/05/2024","06/27/2025","244.612872008","0032967","0032967","23C","MULTILINESTRING ((-73.9878164509699 40.73529228043543, -73.98738718481158 40.73587893306876))"
"133","NYCDOE/Washington Irving Educational Campus","IRVING PLACE","Manhattan","EAST 16 STREET","EAST 17 STREET","mon,tue,wed,thu,fri","approvedFullSchools","07:00","16:30","07:00","16:30","07:00","16:30","07:00","16:30","07:00","16:30",,,,,"09/05/2024","06/27/2025","244.612872008","0032967","0032967","23C","MULTILINESTRING ((-73.9878164509699 40.73529228043543, -73.98738718481158 40.73587893306876))"
"134","St. Marks Business Coalition","ST MARKS PLACE","Manhattan","1 AVENUE","AVENUE A","fri,sat,sun","approvedFull",,,,,,,,,"16:30","23:00","11:30","23:00","11:30","22:00","04/01/2024","12/01/2024","697.830910494","0033107","0033107","23C","MULTILINESTRING ((-73.98529382893115 40.727592837807926, -73.9830906414119 40.72666581356248))"
"135","Friends Seminary","RUTHERFORD PLACE","Manhattan","EAST 17 STREET","EAST 15 STREET","mon,tue,wed,thu,fri","approvedFullSchools","07:30","15:30","07:30","15:30","07:30","15:30","07:30","15:30","07:30","15:30",,,,,"08/01/2024","07/31/2025","267.029358247","0033130","0033130","23C","MULTILINESTRING ((-73.98477231231493 40.734012323381634, -73.98524200472272 40.733372376352015))"
"136","Friends Seminary","RUTHERFORD PLACE","Manhattan","EAST 17 STREET","EAST 15 STREET","mon,tue,wed,thu,fri","approvedFullSchools","07:30","15:30","07:30","15:30","07:30","15:30","07:30","15:30","07:30","15:30",,,,,"08/01/2024","07/31/2025","243.803447162","0033133","0033133","23C","MULTILINESTRING ((-73.98435975647327 40.734603355220074, -73.98477231231493 40.734012323381634))"
"137","Loisaida Open Streets Community Coalition","AVENUE B","Manhattan","EAST 7 STREET","EAST 10 STREET","mon,tue,wed,thu,fri,sat,sun","approvedLimited","08:00","20:00","08:00","20:00","08:00","20:00","08:00","20:00","08:00","20:00","08:00","20:00","08:00","20:00","02/01/2024","01/31/2025","253.68884102","0033238","0033238","23C","MULTILINESTRING ((-73.98121129569077 40.72507280002522, -73.98075774655966 40.72567760878272))"
"138","West 21 Street Open Street Coalition","WEST 21 STREET","Manhattan","9 AVENUE","10 AVENUE","mon,tue,wed,thu,fri,sat,sun","approvedLimited","08:00","20:00","08:00","20:00","08:00","20:00","08:00","20:00","08:00","20:00","08:00","20:00","08:00","20:00","02/01/2024","02/01/2025","900.08476021","0033456","0033456","23C","MULTILINESTRING ((-74.00226475735678 40.74520684772052, -74.00510713444312 40.74640277258063))"
"139","34th Street Partnership","BROADWAY","Manhattan","WEST 35 STREET","WEST 36 STREET","mon,tue,wed,thu,fri,sat,sun","approvedFull","00:00","23:59","00:00","23:59","00:00","23:59","00:00","23:59","00:00","23:59","00:00","23:59","00:00","23:59","12/06/2024","01/03/2025","278.856062626","0033921","0033921","23C","MULTILINESTRING ((-73.98777909954923 40.750660714010245, -73.98764453794713 40.751419231745786))"
"140","Columbus Avenue Business Improvement District","COLUMBUS AVENUE","Manhattan","WEST 68 STREET","WEST 77 STREET","sun","approvedFull",,,,,,,,,,,,,"10:00","20:00","05/05/2024","06/23/2024","260.862342999","0034484","0034484","23C","MULTILINESTRING ((-73.98065976273116 40.77485167804053, -73.98020908089121 40.77548038469604))"
"141","Columbus Avenue Business Improvement District","COLUMBUS AVENUE","Manhattan","WEST 68 STREET","WEST 77 STREET","sun","approvedFull",,,,,,,,,,,,,"10:00","20:00","09/15/2024","10/27/2024","260.862342999","0034484","0034484","23C","MULTILINESTRING ((-73.98065976273116 40.77485167804053, -73.98020908089121 40.77548038469604))"
"142","Columbus Avenue Business Improvement District","COLUMBUS AVENUE","Manhattan","WEST 68 STREET","WEST 77 STREET","sun","approvedFull",,,,,,,,,,,,,"10:00","20:00","05/05/2024","06/23/2024","263.344037077","0034486","0034486","23C","MULTILINESTRING ((-73.98020908089121 40.77548038469604, -73.97974565923401 40.77611153035526))"
"143","Columbus Avenue Business Improvement District","COLUMBUS AVENUE","Manhattan","WEST 68 STREET","WEST 77 STREET","sun","approvedFull",,,,,,,,,,,,,"10:00","20:00","09/15/2024","10/27/2024","263.344037077","0034486","0034486","23C","MULTILINESTRING ((-73.98020908089121 40.77548038469604, -73.97974565923401 40.77611153035526))"
"144","Columbus Avenue Business Improvement District","COLUMBUS AVENUE","Manhattan","WEST 68 STREET","WEST 77 STREET","sun","approvedFull",,,,,,,,,,,,,"10:00","20:00","05/05/2024","06/23/2024","257.04918586","0034502","0034502","23C","MULTILINESTRING ((-73.97974565923401 40.77611153035526, -73.97928670497116 40.77672475939906))"
"145","Columbus Avenue Business Improvement District","COLUMBUS AVENUE","Manhattan","WEST 68 STREET","WEST 77 STREET","sun","approvedFull",,,,,,,,,,,,,"10:00","20:00","09/15/2024","10/27/2024","257.04918586","0034502","0034502","23C","MULTILINESTRING ((-73.97974565923401 40.77611153035526, -73.97928670497116 40.77672475939906))"
"146","Columbus Avenue Business Improvement District","COLUMBUS AVENUE","Manhattan","WEST 68 STREET","WEST 77 STREET","sun","approvedFull",,,,,,,,,,,,,"10:00","20:00","05/05/2024","06/23/2024","284.788746049","0034504","0034504","23C","MULTILINESTRING ((-73.97928670497116 40.77672475939906, -73.97879904892143 40.77741293369521))"
"147","Columbus Avenue Business Improvement District","COLUMBUS AVENUE","Manhattan","WEST 68 STREET","WEST 77 STREET","sun","approvedFull",,,,,,,,,,,,,"10:00","20:00","09/15/2024","10/27/2024","284.788746049","0034504","0034504","23C","MULTILINESTRING ((-73.97928670497116 40.77672475939906, -73.97879904892143 40.77741293369521))"
"148","North Brooklyn Open Streets Community Coalition (NBK OSCC)","BERRY STREET","Brooklyn","BROADWAY","NORTH 12 STREET","mon,tue,wed,thu,fri,sat,sun","approvedLimited","08:00","20:00","08:00","20:00","08:00","20:00","08:00","20:00","08:00","20:00","08:00","20:00","08:00","20:00","02/01/2024","12/31/2024","164.731992613","0034880","0034880","23C","MULTILINESTRING ((-73.96191191833822 40.71592926511034, -73.9622885519631 40.71557953183759))"
